name_en	name_zh	address_en	address_zh	sub_district_en	sub_district_zh	district_en	district_zh	area_en	area_zh	x	y	lat	long
Lion Rock Park Toilet	獅子山公園廁所	Lion Rock Park Toilet, Wong Tai Sin, KLN	九龍黃大仙獅子山公園廁所	Wong Tai Sin	黃大仙	Wong Tai Sin	黃大仙	Kowloon	九龍	836975	822905	22.34523644	114.183737753
Fung Kong (Tong Kok) Public Toilet	鳳崗（塘角）公廁	Fung Kong (Tong Kok) Public Toilet, Sheung Shui, NT	新界上水鳳崗（塘角）公廁	Sheung Shui	上水	North	北區	New Territories	新界	828856	841143	22.509918278	114.104835609
Yin Kong (1) Public Toilet	燕崗公廁（1）	Yin Kong Public Toilet, Sheung Shui, NT	新界上水燕崗公廁	Sheung Shui	上水	North	北區	New Territories	新界	829591	840568	22.504728846	114.111981648
Liu To Village Public Toilet	寮肚村公廁	Liu To Village Public Toilet, Tsing Yi, NT	新界青衣寮肚村公廁	Tsing Yi	青衣	Kwai Tsing	葵青	New Territories	新界	828123	823645	22.35189992	114.097800952
Lo So Shing Beach Toilet	蘆鬚城海灘廁所	Lo So Shing Beach Toilet, Lamma Island, NT	新界南丫島蘆鬚城海灘廁所	Lamma Island	南丫島	Islands	離島	New Territories	新界	830696	807321	22.204494083	114.122836797
Lo So Shing Village Public Toilet	南丫島盧鬚城村公廁	Lo So Shing Village Public Toilet, Lamma Island, NT	新界南丫島南丫島盧鬚城村公廁	Lamma Island	南丫島	Islands	離島	New Territories	新界	830892	807308	22.204377303	114.124737657
Lo Uk Tsuen Public Toilet	羅屋村公廁	Lo Uk Tsuen Public Toilet, Ha Tsuen, Yuen Long, NT	新界元朗廈村羅屋村公廁	Ha Tsuen	廈村	Yuen Long	元朗	New Territories	新界	817495	834693	22.451585188	113.994492232
Lo Uk Tsuen Public Toilet	羅屋村公廁	Pat Heung Lo Uk Tsuen Public Toilet, Pat Heung, Yuen Long, NT	新界元朗八鄉八鄉羅屋村公廁	Pat Heung	八鄉	Yuen Long	元朗	New Territories	新界	827770	833384	22.439846249	114.094322073
Yin Kong (2) Public Toilet	燕崗公廁（2）	Yin Kong Public Toilet (II), Sheung Shui, NT	新界上水燕崗公廁（ＩＩ）	Sheung Shui	上水	North	北區	New Territories	新界	829497	840571	22.504755566	114.111068064
Lo Wai Road Public Toilet	老圍路公廁	Tsuen Wan, NT	新界荃灣	Tsuen Wan	荃灣	Tsuen Wan	荃灣	New Territories	新界	831261	826791	22.380321997	114.128255468
Lo Wai Village Public Toilet	老圍村公廁	Lo Wai Village Public Toilet, Tsuen Wan, NT	新界荃灣老圍村公廁	Tsuen Wan	荃灣	Tsuen Wan	荃灣	New Territories	新界	830951	826705	22.37954444	114.125245597
Lo Wai Village Public Toilet	老圍村公廁	Pui O Lo Wai Tsuen, Lantau Island, NT	新界大嶼山貝澳老圍村	Lantau Island	大嶼山	Islands	離島	New Territories	新界	815904	811803	22.244858664	113.979327017
Lung Wan Street Public Toilet	龍運街公廁	Lung Wan Street Public Toilet, Sheung Shui, NT	新界上水龍運街公廁	Sheung Shui	上水	North	北區	New Territories	新界	831291	840310	22.502404811	114.128504498
Lok Fu Public Toilet	樂富公廁	Lok Fu Public Toilet, Wong Tai Sin, KLN	九龍黃大仙樂富公廁	Lok Fu	樂富	Wong Tai Sin	黃大仙	Kowloon	九龍	837387	821509	22.332629541	114.187736368
Lok Ku Road Public Toilet	樂古道公廁	Gold Shine Tower, Sheung Wan, HK	香港上環金煌行	Sheung Wan	上環	Central & Western	中西區	Hong Kong	港島	833427	816314	22.285713577	114.149306304
Lok Ma Chau Control Point (North) Public Toilet	落馬洲管制站公廁（北）	Lok Ma Chau, Yuen Long, NT	新界元朗落馬洲	Lok Ma Chau	落馬洲	Yuen Long	元朗	New Territories	新界	825935	840651	22.505460142	114.076449026
Lok Ma Chau Control Point (South) Public Toilet	落馬洲管制站公廁（南）	Lok Ma Chau Control Point (South) Public Toilet, Lok Ma Chau, Yuen Long, NT	新界元朗落馬洲落馬洲管制站公廁（南）	Lok Ma Chau	落馬洲	Yuen Long	元朗	New Territories	新界	825551	841528	22.513377405	114.072711043
Lok Ma Chau Lookout Public Toilet	落馬洲瞭望台公廁	Lok Ma Chau Lookout Public Toilet, Lok Ma Chau, Yuen Long, NT	新界元朗落馬洲落馬洲瞭望台公廁	Lok Ma Chau	落馬洲	Yuen Long	元朗	New Territories	新界	826301	841230	22.510690904	114.080002498
Lok Ma Chau PTI Public Toilet	落馬洲公共交通交匯處公廁	Lok Ma Chau, Yuen Long, NT	新界元朗落馬洲	Lok Ma Chau	落馬洲	Yuen Long	元朗	New Territories	新界	824931.334	841707.398	22.514993427	114.066686953
Lok Ma Chau Public Transport Interchange Public Toilet (Vacuum Toilet)	落馬洲過境巴士站公廁	San Tin, Yuen Long, NT	新界元朗新田	Lok Ma Chau	落馬洲	Yuen Long	元朗	New Territories	新界	826453	840353	22.502772149	114.081485255
Lok Ma Chau Tsuen, San Tin Public Toilet	新田落馬洲村公廁	Lok Ma Chau Tsuen, San Tin Public Toilet, Lok Ma Chau, Yuen Long, NT	新界元朗落馬洲新田落馬洲村公廁	Lok Ma Chau	落馬洲	Yuen Long	元朗	New Territories	新界	826222	841491	22.513047366	114.079233022
Lower Cheung Sha Beach Building Toilet	下長沙泳灘大樓廁所	Lower Cheung Sha Beach Building, Cheung Sha, Lantau Island, NT	新界大嶼山長沙下長沙泳灘大樓	Lantau Island	大嶼山	Islands	離島	New Territories	新界	813360	810660	22.234504819	113.954664561
Lower Cheung Sha Public Toilet	下長沙公廁	Lower Cheung Sha Public Toilet, Cheung Sha, Lantau Island, NT	新界大嶼山長沙下長沙公廁	Lantau Island	大嶼山	Islands	離島	New Territories	新界	813611	810585	22.23383083	113.957100327
Lower Keung Shan Aqua Privy	下羗山旱廁	Lower Keung Shan Aqua Privy, Lantau Island, NT	新界大嶼山下羗山旱廁	Lantau Island	大嶼山	Islands	離島	New Territories	新界	805776	811554	22.242461011	113.881082763
Lower Ngau Tau Kok Estate Toilet	牛頭角下邨廁所	Ngau Tau Kok, KLN	九龍牛頭角	Ngau Tau Kok	牛頭角	Kwun Tong	觀塘	Kowloon	九龍	840186	820111	22.320000677	114.214902508
Kai Leng Tsuen Public Toilet	雞嶺村公廁	Kai Leng Tsuen Public Toilet, Sheung Shui, NT	新界上水雞嶺村公廁	Sheung Shui	上水	North	北區	New Territories	新界	831357	839375	22.493961586	114.129148826
Luen On San Tsuen Public Toilet	聯安新村公廁	Luen On San Tsuen Public Toilet, Tai Lam Chung, Tuen Mun, NT	新界屯門大欖涌聯安新村公廁	Tai Lam Chung	大欖涌	Tuen Mun	屯門	New Territories	新界	820254	824877	22.362970224	114.021394822
Luk Chau Public Toilet	鹿洲公廁	Luk Chau Public Toilet, Lamma Island, NT	新界南丫島鹿洲公廁	Lamma Island	南丫島	Islands	離島	New Territories	新界	831463	808786	22.217726372	114.130270834
Ki Lun Tsuen Public Toilet	麒麟村公廁	Ki Lun Tsuen Public Toilet, Sheung Shui, NT	新界上水麒麟村公廁	Sheung Shui	上水	North	北區	New Territories	新界	828012	839237	22.492702493	114.096642524
Luk Mei Tsuen Public Toilet	鹿尾村公廁	Luk Mei Tsuen Public Toilet, Sai Kung, NT	新界西貢鹿尾村公廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	843775	824282	22.357655246	114.249756948
Wu Kau Tan Public Toilet	烏蛟騰公廁	Wu Kau Tan Public Toilet, Tai Po, NT	新界大埔烏蛟騰公廁	Wu Kau Tang	烏蛟騰	North	北區	New Territories	新界	843042	840715	22.506055904	114.242710532
Lung Ah Pai Village Public Toilet	龍丫排村公廁	Lung A Pai Village Public Toilet, Lam Tsuen Valley, Tai Po, NT	新界大埔林村谷龍丫排村公廁	Tai Po Market	大埔	Tai Po	大埔	New Territories	新界	832254	833825	22.443845066	114.137879976
Lung Ha Wan Aqua Privy	龍蝦灣旱廁	Lung Ha Wan Aqua Privy, Clear Water Bay, Sai Kung, NT	新界西貢清水灣龍蝦灣旱廁	Clear Water Bay	清水灣	Sai Kung	西貢	New Territories	新界	849226	818849	22.308559743	114.302634523
Lung Kong Road Public Toilet	龍崗道公廁	Lung Kong Road Public Toilet and Refuse Collection Point, Kowloon City, KLN	九龍九龍城龍崗道公廁及垃圾收集站	Kowloon City	九龍城	Kowloon City	九龍城	Kowloon	九龍	837680	821200	22.329838875	114.190580211
Lung Kwu Tan Pak Long Public Toilet	龍鼓灘北朗公廁	Lung Kwu Tan Pak Long Public Toilet, Lung Kwu Tan, Tuen Mun, NT	新界屯門龍鼓灘龍鼓灘北朗公廁	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	809990	828051	22.391506491	113.921690255
Lung Kwu Tan Public Toilet	龍鼓灘公廁	Lung Kwu Tan, Tuen Mun, NT	新界屯門龍鼓灘	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	809792	827967	22.39074489	113.919768898
Lung Tsai Ng Yuen Toilet	龍仔悟園廁所	Lantau Island, NT	新界大嶼山	Lantau Island	大嶼山	Islands	離島	New Territories	新界	804681	810749	22.235171748	113.870476492
Chuk Yuen Village Public Toilet	竹園村公廁	Ta Kwu Ling, NT	新界打鼓嶺	Sheung Shui	上水	North	北區	New Territories	新界	823854	837520	22.47717214	114.056248531
Lung Yue Road Public Toilet	龍如路公廁	Lung Yue Road Public Toilet, Tsing Lung Tau, Tsuen Wan, NT	新界荃灣青龍頭龍如路公廁	Tsing Lung Tau	青龍頭	Tsuen Wan	荃灣	New Territories	新界	822783	824914	22.363326066	114.045948458
Lutheran Village I Public Toilet	長洲信義一村公廁	Lutheran Village I Public Toilet, Cheung Chau, NT	新界長洲長洲信義一村公廁	Cheung Chau	長洲	Islands	離島	New Territories	新界	820719	807102	22.202455526	114.02608166
Lutheran Village II Public Toilet	信義第二村公廁	Lutheran Village II Public Toilet, Cheung Chau, NT	新界長洲信義第二村公廁	Cheung Chau	長洲	Islands	離島	New Territories	新界	820653	807033	22.201831814	114.025442268
Lutheran Village Public Toilet	信義村公廁	Lutheran Village Public Toilet, Tsing Yi, NT	新界青衣信義村公廁	Tsing Yi	青衣	Kwai Tsing	葵青	New Territories	新界	829051	823651	22.351958249	114.106810143
MORSE PARK No.1 Toilet	摩士公園一號公園廁所	MORSE PARK No.1 Toilet, Wong Tai Sin, KLN	九龍黃大仙摩士公園一號公園廁所	Wong Tai Sin	黃大仙	Wong Tai Sin	黃大仙	Kowloon	九龍	838002	822006	22.337117226	114.193706641
MORSE PARK No.4 Toilet	摩士公園四號公園廁所	MORSE PARK NO.4 Toilet, Wong Tai Sin, KLN	九龍黃大仙摩士公園四號公園廁所	Wong Tai Sin	黃大仙	Wong Tai Sin	黃大仙	Kowloon	九龍	837712	821835	22.335573266	114.1908914
MORSE PARK No.4 Toilet and Changing Room	摩士公園四號公園廁所及更衣室	MORSE PARK No.4 Booking Office, Wong Tai Sin, KLN	九龍黃大仙摩士公園四號公園訂場處	Wong Tai Sin	黃大仙	Wong Tai Sin	黃大仙	Kowloon	九龍	837708	821811	22.335356536	114.19085255
Ma Ling Path Rest Garden Toilet	馬鈴徑休憩花園廁所	Ma Ling Path Rest Garden, Cove Hill, Sha Tin, NT	新界沙田狗肚山馬鈴徑休憩花園	Sha Tin	沙田	Sha Tin	沙田	New Territories	新界	839617	830023	22.40951262	114.209400597
Ma Liu Shui Off Tolo Highway Public Toilet	馬料水吐露港公路公廁	Ma Liu Shui Off Tolo Highway Public Toilet, Ma Liu Shui, Sha Tin, NT	新界沙田馬料水馬料水吐露港公路公廁	Ma Liu Shui	馬料水	Sha Tin	沙田	New Territories	新界	840095	830845	22.416934679	114.214045013
Ma Liu Shui Waterfront Public Toilet	馬料水海濱公廁	Ma Liu Shui, Sha Tin, NT	新界沙田馬料水	Ma Liu Shui	馬料水	Sha Tin	沙田	New Territories	新界	840101	830506	22.413873331	114.214102473
Loi Tung Public Toilet	萊洞公廁	Ta Kwu Ling, NT	新界打鼓嶺	Sheung Shui	上水	North	北區	New Territories	新界	836973	842311	22.520481707	114.183726981
Toilet (Near to Ta Kwu Ling)	廁所（打鼓嶺附近）	Ta Kwu Ling, NT	新界打鼓嶺	Sheung Shui	上水	North	北區	New Territories	新界	835046.92	846039.654	22.554152475	114.165002703
Ma Nam Wat Public Toilet	麻籃笏公廁	Sai Kung, NT	新界西貢	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	846103	824354	22.358293688	114.272359027
Ma On Kong Tsuen Aqua Privy (2)	馬鞍崗村旱廁（2）	Ma On Kong Tsuen Aqua Privy (2), Pat Heung, Yuen Long, NT	新界元朗八鄉馬鞍崗村旱廁（2）	Pat Heung	八鄉	Yuen Long	元朗	New Territories	新界	824798	830609	22.414769395	114.065471132
Ma On Shan Village Hilltop Public Toilet	馬鞍山村山頂公廁	Ma On Shan Tsuen Hilltop Public Toilet, Ma On Shan, NT	新界馬鞍山馬鞍山村山頂公廁	Ma On Shan	馬鞍山	Sha Tin	沙田	New Territories	新界	843168	829191	22.401988622	114.243885058
Ma Po Mei Village Public Toilet	麻布尾村公廁	Ma Po Mei Village Public Toilet, Lam Tsuen Valley, Tai Po, NT	新界大埔林村谷麻布尾村公廁	Tai Po Market	大埔	Tai Po	大埔	New Territories	新界	831323	834013	22.445540355	114.128835097
Ma Tau Kok Road Public Toilet-cum-bathhouse	馬頭角道公厠及浴室	Ma Tau Kok Road Public Toilet-cum-bathhouse, To Kwa Wan, KLN	九龍土瓜灣馬頭角道公廁及浴室	To Kwa Wan	土瓜灣	Kowloon City	九龍城	Kowloon	九龍	837693	820265	22.321395265	114.190705563
Ma Tau Wai Road Playground Toilet	馬頭圍道遊樂場廁所	Ma Tau Wai Road Playground, Kowloon City, KLN	九龍九龍城馬頭圍道遊樂場	Kowloon City	九龍城	Kowloon City	九龍城	Kowloon	九龍	837275	820297	22.32168454	114.186648431
Ma Tin Pok Public Toilet	馬田壆公廁	Ma Tin Pok Public Toilet, Shap Pat Heung, Yuen Long, NT	新界元朗十八鄉馬田壆公廁	Yeun Long	元朗	Yuen Long	元朗	New Territories	新界	820767	833247	22.438559981	114.026294142
Ma Tin Tsuen Public Toilet	馬田村公廁	Ma Tin Tsuen Public Toilet, Shap Pat Heung, Yuen Long, NT	新界元朗十八鄉馬田村公廁	Yeun Long	元朗	Yuen Long	元朗	New Territories	新界	820537	833409	22.440020812	114.024058273
Ma Wan Chung Public Toilet	馬灣涌公廁	Ma Wan Chung Public Toilet, Tung Chung, Lantau Island, NT	新界大嶼山東涌馬灣涌公廁	Lantau Island	大嶼山	Islands	離島	New Territories	新界	811330	816408	22.286384491	113.934884305
Ma Wan Fisherman Village Public Bathhouse	馬灣漁民新村公共浴室	Ma Wan Fisherman Village Public Bathhouse, Ma Wan, NT	新界馬灣馬灣漁民新村公共浴室	Ma Wan	馬灣	Tsuen Wan	荃灣	New Territories	新界	823824	823402	22.349679756	114.056067282
Ma Wan Fishermen's Village Aqua Privy	馬灣漁民新村旱廁	Ma Wan Fishermen's Village Aqua Privy, Ma Wan, NT	新界馬灣馬灣漁民新村旱廁	Ma Wan	馬灣	Tsuen Wan	荃灣	New Territories	新界	823814	823410	22.349751928	114.05597014
Ma Wan Rural Committee Road Aqua Privy	馬灣鄉事會路旱廁	Ma Wan Rural Committee Road Aqua Privy, Ma Wan, NT	新界馬灣馬灣鄉事會路旱廁	Ma Wan	馬灣	Tsuen Wan	荃灣	New Territories	新界	823716	823290	22.34866755	114.055019693
Toilet (Near to Ta Kwu Ling)	廁所（打鼓嶺附近）	Ta Kwu Ling, NT	新界打鼓嶺	Sheung Shui	上水	North	北區	New Territories	新界	836556.153	842569.698	22.522817968	114.179675296
Ma Wo Public Toilet	馬窩公廁	Ma Wo Public Toilet, Tai Po, NT	新界大埔馬窩公廁	Tai Po Market	大埔	Tai Po	大埔	New Territories	新界	834672	833709	22.442801493	114.161370003
Ma Yau Tong Public Toilet	馬游塘公廁	Ma Yau Tong Public Toilet, Tseung Kwan O, NT	新界將軍澳馬游塘公廁	Tseung Kwan O	將軍澳	Sai Kung	西貢	New Territories	新界	843297	819994	22.318934197	114.245097379
MacDonnell Road Public Toilet (Urinal Toilet)	麥當奴道公廁 （ 尿廁）	Mid-Levels, HK	香港半山區	Mid_levels	半山區	Central & Western	中西區	Hong Kong	港島	834371	815150	22.27520321	114.158467914
MacPherson Playground Toilet	麥花臣遊樂場廁所	Stand, Mong Kok, KLN	九龍旺角看台	Mong Kok	旺角	Yau Tsim Mong	油尖旺	Kowloon	九龍	835774	819929	22.318361509	114.172079647
Macau Ferry Bus Terminus Public Toilet	港澳碼頭巴士總站公廁	Macau Ferry Bus Terminus Public Toilet, Sheung Wan, HK	香港上環港澳碼頭公廁	Sheung Wan	上環	Central & Western	中西區	Hong Kong	港島	833505	816586	22.288170035	114.150062721
Mai Po Lung Public Toilet	米埔隴公廁	Mai Po Lung Public Toilet, San Tin, Yuen Long, NT	新界元朗新田米埔隴公廁	San Tin	新田	Yuen Long	元朗	New Territories	新界	825139	839535	22.495377235	114.068720626
Mai Po Tsuen Public Toilet	米埔村公廁	Mai Po Tsuen Public Toilet, Mai Po, Yuen Long, NT	新界元朗米埔米埔村公廁	Yeun Long	元朗	Yuen Long	元朗	New Territories	新界	824407	839242	22.492726403	114.06160911
Man Fai Street Public Toilet	民輝街公廁	Man Fai Street Public Toilet, Central District, HK	香港中環民輝街公廁	Central	中環	Central & Western	中西區	Hong Kong	港島	834097	816571	22.288035421	114.155807397
Toilet (Near to Ta Kwu Ling)	廁所（打鼓嶺附近）	Ta Kwu Ling, NT	新界打鼓嶺	Sheung Shui	上水	North	北區	New Territories	新界	836072	843293	22.529349662	114.174969184
Man Sau Sun Tsuen Public Toilet	萬壽新村公廁	Man Sau Sun Tsuen Public Toilet, Sai Kung, NT	新界西貢萬壽新村公廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	845280	826769	22.380106932	114.264382444
Man Yiu Street Public Toilet	民耀街公廁	Man Yiu Street Public Toilet, Central District, HK	香港中環民耀街公廁	Central	中環	Central & Western	中西區	Hong Kong	港島	834595	816333	22.285886685	114.160640137
Mang Kung Uk Lower Village Public Toilet	孟公屋下村公廁	Mang Kung Uk Lower Village Public Toilet, Clear Water Bay, Sai Kung, NT	新界西貢清水灣孟公屋下村公廁	Clear Water Bay	清水灣	Sai Kung	西貢	New Territories	新界	846347	819428	22.31380772	114.27469689
Maple Street Playground Toilet	楓樹街遊樂場廁所	Maple Street Playground Toilet, Sham Shui Po, KLN	九龍深水埗楓樹街遊樂場廁所	Sham Shui Po	深水埗	Sham Shui Po	深水埗	Kowloon	九龍	835034	820953	22.327608464	114.164896497
Market Street Public Toilet and Bathhouse	街市街公廁及浴室	Market Street Public Toilet and Bathhouse, Yau Ma Tei, KLN	九龍油麻地街市街公廁及浴室	Yau Ma Tei	油麻地	Yau Tsim Mong	油尖旺	Kowloon	九龍	835589	818943	22.309457275	114.170284471
Mau Wu Tsai Public Toilet	茅湖仔公廁	Mau Wu Tsai Public Toilet, Tseung Kwan O, NT	新界將軍澳茅湖仔公廁	Tseung Kwan O	將軍澳	Sai Kung	西貢	New Territories	新界	844199	819675	22.316049517	114.253850546
May Road Public Toilet	梅道公廁	May Road Public Toilet, Mid-Levels, HK	香港半山區梅道公廁	Mid_levels	半山區	Central & Western	中西區	Hong Kong	港島	834114	814942	22.273324535	114.155974543
Mee Lun Street Public Toilet	美輪街公廁	Mee Lun Street Public Toilet, Sheung Wan, HK	香港上環美輪街公廁	Sheung Wan	上環	Central & Western	中西區	Hong Kong	港島	833767	816121	22.283971191	114.152605842
Mei Foo Sun Chuen Bus Terminus Public Toilet	美孚新邨巴士總站公廁	Mei Foo Sun Chuen Bus Terminus Public Toilet, Lai Chi Kok, KLN	九龍荔枝角美孚新邨巴士總站公廁	Lai Chi Kok	荔枝角	Sham Shui Po	深水埗	Kowloon	九龍	832452	822023	22.3372674	114.139831674
Mei Po Lung Tsuen Public Toilet	米埔隴村公廁	Mai Po Lung Tsuen Public Toilet, San Tin, Yuen Long, NT	新界元朗新田米埔隴村公廁	San Tin	新田	Yuen Long	元朗	New Territories	新界	825091	839210	22.492442046	114.068256443
Middle Bay Public Toilet	中灣公廁	Middle Bay Public Toilet, Repulse Bay, HK	香港淺水灣中灣公廁	Repulse Bay	淺水灣	Southern	南區	Hong Kong	港島	838516	810043	22.229083153	114.198679344
